file_id,hausdorff_distance,rmse,garland_heckbert_error
100026,27.23428027566215,1.0001570309507735,6.965000876137543
100029,7.975533180631726,0.8786530867704798,1.0108206335392913
100031,1.2100640904607987,0.38740460620778633,0.1524854876151777
100032,2.6356666551197456,0.8452465411094537,0.7073924400757805
100075,0.6211641881256635,0.10683462069520455,0.006525371064493957
100322,2.3368526211180285,0.6812486041869795,0.4559765147154715
100330,1.0813074046224247,0.36152825404893857,0.12814639637056538
100331,1.062658576395429,0.3630517724472549,0.1317756565379279
100423,0.3026406448944871,0.10679205753137971,0.011695534770485993
100471,5.370411085732058,0.9747463628411319,1.0939316292874472
100478,0.8244071766113457,0.2583189463669019,0.06656179262877077
100500,1.4099496433985181,0.4581063334231891,0.21091809054036767
100507,1.6998996419432248,0.545731617191468,0.3054324793904117
1005266,1.5433390110184744,0.49556081644018074,0.2476565501041292
1005268,1.6899609460991025,0.5231811919290531,0.27469063280467665
1005269,1.784196471704426,0.40236142732390373,0.15908423534090582
1005270,1.4945026096650587,0.4805421810297127,0.2289631700769093
1005272,1.5647948806399805,0.45273396954987416,0.20330397430537678
1005275,6.1834139886675725,0.5145382283791811,0.3775917705465919
1005281,1.4666156132358292,0.5083497032257559,0.26434717689869647
1005285,0.23823396763349994,0.07609139518992339,0.0057845481482746075
1005288,1.6774650303516416,0.5146918772345703,0.2609327827201292
100638,0.5591061859586562,0.1585769922467818,0.02497043678576292
100642,0.46061394355036445,0.15568732588936385,0.02482413706796608
100646,0.6170492025753532,0.20365580635485858,0.04227140705415468
100678,1.2269870687168398,0.38410534496923626,0.1472864707524881
100681,5.823348734088667,1.584541948794486,2.5159039942239536
100815,0.3863308519066644,0.12389570343909617,0.015315276622533647
101168,12.773963270408256,1.6005652447046894,1.923721473676135
101170,1.7656533683423041,0.6427950516868649,0.4095235991492043
101187,1.5511426854746844,0.6155369934183427,0.3783637388896387
1012236,2.659526011607552,0.9015725270617403,0.826328028074564
101250,0.04658089459911687,0.011184493695079453,0.00013070384684013992
101331,2.3755881145695468,0.7734941668314541,0.5999926682008803
101332,1.861711764918484,0.6069300911233997,0.3671673907470183
101341,1.2311522598207254,0.31371830251370586,0.09997838455326934
101548,2.6270446623668184,0.9073934395222042,0.8410450379681202
101560,1.5375140647643148,0.6128734567919757,0.36189569795566084
101636,0.3403913380127099,0.10347511877432972,0.010165992278768278
1016856,1.4268524249129353,0.4423595911674274,0.1972502521260251
1016874,1.4500464678224125,0.44447444874430814,0.19662680571322957
1017010,1.7979541031874062,0.4960526199301271,0.2435981193526456
1017016,2.8123833874074835,0.7898085252855634,0.6236636574282899
1018273,1.7709894780061228,0.4770991682873966,0.22669027720880303
1018275,1.531729568421279,0.4914434420466145,0.2384221033822755
1018276,1.721788300860923,0.4867589737508077,0.2412851054882397
1018278,1.4605853818671453,0.4755456857926067,0.22571153907130748
1018279,1.6473956196369017,0.4857456204825517,0.23678404612057907
1018295,1.4680939012816263,0.49680355142715255,0.24272936672545592
101881,7.514886226648017,2.5106709551078223,6.29894245695367
101956,3.249626045676065,0.9929509605237755,0.9889463774919375
102037,1.310434245338344,0.2983546627548815,0.08818314273128944
102309,0.630435402390538,0.09457515441137145,0.005467971660186802
1028707,2.4762872257626443,0.8716992558339769,0.7504484270306487
1028708,4.368690837046873,1.2737621819132037,1.6398402522117697
103044,1.5875279965946463,0.5333270295705062,0.28765766937249093
103082,1.1515950044273346,0.39135999876813277,0.1509147872842003
103141,2.071556823275743,0.6314267275850795,0.4033531335847345
103142,2.565609116612576,0.83113212027718,0.687342957268183
103287,2.0382762456475385,0.5408992264993404,0.2980030612103397
103356,1.802443426954248,0.6074028369567904,0.3690408447136609
103358,0.6829571589218137,0.23333065650792842,0.05541200826381213
1036310,0.7706222218751659,0.2505279691571564,0.06176174654701401
1036311,0.730798128025331,0.2327422736725144,0.0540157742238534
1036312,0.5840787399529671,0.19246189731810054,0.03713556707340673
1036317,1.2482644774882248,0.372124844463066,0.13912974675034878
1036392,2.433884744048329,0.8136958106018295,0.6723008599453923
1036394,1.2527494290866332,0.39933227348658973,0.16035206324351076
1036396,0.2944005096472901,0.09596792087883378,0.00928109072151679
1036466,1.1272422639450308,0.3525330988016626,0.12397707960541629
1036467,4.302810203549462,1.2916151429489269,1.7464040620079129
1036656,1.42634638189046,0.48256720575731565,0.23136346341049774
1037021,3.123175553366718,0.8844587537537368,0.8042915237776023
1037023,3.216135291155251,0.7875478336103277,0.6143616236854251
103817,1.734490870617568,0.6151247738927722,0.3774320852538213
103821,3.3611506595062037,0.5956465342035067,0.3640114945778953
103825,1.7315416730046556,0.5655744256052501,0.32014938061092896
103826,2.200362098806863,0.7885927715011974,0.6337539141604368
104187,12.816817443843522,1.9217801372199745,2.634654958931356
104188,3.342888413299863,1.109474713569001,1.2419291854216334
1043461,0.9477565629363263,0.30361523688506736,0.09510894671721142
104403,1.1265246464458865,0.3510185665205478,0.12657340204257303
1044252,0.6496229466465824,0.1818991220249351,0.03270378205901198
104432,1.0801454028176094,0.3124124554853313,0.09648305993359313
104442,4.616503366697257,1.4204956531726696,2.056913552711374
104445,0.07977077169994334,0.025663084600843343,0.0006975475922658262
104559,3.9049290088595345,1.2959788767787372,1.646695490677649
104737,2.7587388543221283,0.8915576444701913,0.7916933431967805
1051177,1.3930730085340732,0.4483029178992926,0.1944292469669898
105330,0.6576892801644685,0.12395029255492157,0.015918526530019444
1053378,4.699799336272191,1.1281254166495718,1.2551853786115112
105338,0.7823774466484043,0.26802858273811253,0.0736186045201974
1053391,3.030790685619101,1.1559182935130983,1.3440643335663183
105662,3.165046172669496,1.301767243008276,1.6934108891748707
105688,1.4175853943744348,0.5219044491221918,0.26937148434052594
105799,2.9034489710378977,1.0140551351747513,1.0383359515107837
105803,12.730062063925045,0.4146360525762359,3.3668321483972403
105857,1.0264196478555305,0.3387110449180615,0.1187360384310879
105859,10.028246747953329,0.7574911662510238,1.0516952422829788
105861,1.625946573042917,0.49847545108363617,0.25266134251990013
105925,1.1796664844699043,0.3965237418611118,0.15397171220130168
106037,2.710410771188673,0.9020545982839302,0.7948082083400748
106039,1.6099390488381833,0.5386339169618962,0.2961251522689081
106100,2.285552772042184,0.7265268077507244,0.5335459483583239
106146,1.0605935658014813,0.3354345227358008,0.11269165062532442
106327,2.988833898666416,1.061145002954757,1.0858014923298762
1063857,2.3726417162524784,0.6483883549811962,0.4244421413126439
1064467,1.3799982511170688,0.5033593858598284,0.2607135220221833
1064655,1.181434218693384,0.3522503560935851,0.12408142835203594
1065031,1.395642339745332,0.42128896258031756,0.17469407255289487
106558,1.1465175279743136,0.4051802857081991,0.16493364558887247
106778,0.9791320640868449,0.3355754291346462,0.11384455710343801
106782,1.1814257844674299,0.3412084848391737,0.1209985501721765
106784,1.1107486131154691,0.33236099347453063,0.11225752216180203
106785,1.0674442609000456,0.33822566890592654,0.1144472182909787
106786,1.1055412693809474,0.3471503234284436,0.12047630595047437
106787,1.1161156049338947,0.3286519578510036,0.10841521323713328
106789,1.0037557756135254,0.3276099231522991,0.1076776557745123
107046,36.57427524757161,1.036721972450394,84.98966341016401
107068,1.8435577398202347,0.6001830334396033,0.3691313751532784
107071,40.75590148809787,6.822959907720459,23.74368828462346
1071710,0.6707359079762828,0.232104041300394,0.05501605239149119
107389,0.17513409510341799,0.05608401823394861,0.0031682691930222367
107402,0.14043453137693687,0.04426971646852337,0.001894873470592443
107434,0.5547968745132803,0.1879523498668271,0.03560386232656332
1075455,1.0119721922358622,0.31088200876917577,0.09653410996270602
1075458,1.3861265262227023,0.373482611671177,0.14231864362543767
107586,2.4436604082519073,0.7203801652513957,0.5194015855212849
1082149,1.2648460562458776,0.3781660866431278,0.1434197698731375
108330,1.2033352240813973,0.3814837251024675,0.14474856662611102
108331,1.611204525697775,0.4246982846024829,0.18395010436547826
108335,2.1304629889532842,0.4456604812692952,0.202463269120317
1083351,2.110967231731456,0.6643144052558133,0.4345676732511725
1083352,1.9738940711011865,0.5759846916711963,0.33793154477690107
1083353,1.3682449172305284,0.46504021280726815,0.21522192210393537
108338,2.361386846259654,0.5010122306338206,0.3725364985524794
108340,1.8540630700437366,0.5355408776641895,0.29591510782458463
108482,1.2681056649796443,0.2785799429028895,0.07465640162476743
108521,1.2950283776578915,0.388980945656504,0.15332024502937366
1085686,6.689826934152605,1.8530946439166003,3.4611371889452496
108613,3.3283568753440065,1.1197556296042421,1.2691997375014228
108618,1.0182010233395051,0.2945582073513764,0.08400111399692019
109021,2.157743887078767,0.6879714072964258,0.46747608504403027
109130,1.1077911534663933,0.32841842314747904,0.10948085537423269
109138,0.5958478847158486,0.18397624455959605,0.0339424010614561
